FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,participation,ODS_Provider,Location,No 5th Grade,No 6th Grade,Number_Attending,Days,Days+Nights,Cost Per Student,Total Request,Fall 5th Grad,Fall 6th Grade,Percent 5th,Percent 6th
570,-121.6040123,42.02590833,Merrill Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Yes,OMSI,Camp Gray:  Outdoor Science School at Coastal Discovery Center,0,22,22,4,3-Apr,180.9227273,3980.3,23,22,0,100
571,-121.1725814,44.58765967,Metolius Elementary School,Jefferson,Jefferson County SD 509J,Jefferson,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,,No,,,,,,,,,,58,0,,
572,-122.692418,45.52636749,Metropolitan Learning Center,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,1,Yes,US,"Arrah Wanna, Howard",0,49,49,6,5-Jun,416.04,20385.96,26,50,0,98
573,-122.440765,45.507453,Metro East Web Academy,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,,No,,,,,,,,,,2,1,,
574,-122.771093,45.44550199,Metzger Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,,No,,,,,,,,,,131,0,,
575,-121.5433995,45.6244275,Mid Valley Elementary School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,,No,,,,,,,,,,85,0,,
576,-122.8678877,45.34952843,Middleton Elementary School,Northwest Regional,Sherwood SD 88J,Washington,41013,State Senate District 13,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41026,State House District 26,,No,,,,,,,,,,109,0,,
577,-122.5415,45.50978498,Mill Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,,No,,,,,,,,,,101,0,,
578,-122.966604,44.9106771,Miller Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,1,Yes,US,Camp Cascade,77,0,77,3,2-Mar,99.99,7699.23,63,0,122.2222222,#DIV/0!
579,-124.196909,43.36631802,Millicoma Intermediate School,South Coast,Coos Bay SD 9,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,Yes,OMSI Coastal Center,Camp Gray,0,130,130,3,2-Mar,178,23140,125,132,0,98.48484848
580,-121.7652557,42.22442764,Mills Elementary School,Southern OR,Klamath Falls City Schools,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41056,State House District 56,1,Yes,UNSURE,0,47,0,47,5,4-May,292.1,13728.7,60,0,78.33333333,#DIV/0!
581,-122.633997,45.44170101,Milwaukie Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,,No,,,,,,,,,,24,0,,
582,-122.9645225,45.49725877,Minter Bridge Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41012,State Senate District 12,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41024,State House District 24,1,Yes,NWRESD ,Magruder Science School ,0,58,58,3,2-Mar,180.2586207,10455,87,58,0,100
583,-123.2511197,46.00005481,Mist Elementary School,Northwest Regional,Vernonia SD 47J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,,No,,,,,,,,,,5,0,,
584,-120.1471973,44.56526297,Mitchell School,North Central,Mitchell SD 55,Wheeler,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41059,State House District 59,,No,,,,,,,,,,1,3,,
585,-122.5940404,45.15484659,Molalla Elementary School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Yes,Tamarack,Camp Tamarack,56,0,56,3,2-Mar,271.63,15211.28,74,0,75.67567568,#DIV/0!
586,-122.5208945,45.12044738,Molalla River Academy,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,,No,,,,,,,,,,25,25,,
587,-122.5887916,45.15102398,Molalla River Middle School,Clackamas,Molalla River SD 35,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,,No,,,,,,,,,,0,182,,
588,-123.224641,44.85192746,Monmouth Elementary School,Willamette,Central SD 13J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,,No,,,,,,,,,,94,0,,
589,-123.2982233,44.31194539,Monroe Grade School,Linn Benton Lincoln,Monroe SD 1J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Yes,Forest Camp,Tadmor,0,24,24,5,4-May,384.81,9235.44,29,28,0,85.71428571
590,-123.066259,44.07606153,Monroe Middle School,Lane,Eugene SD 4J,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41013,State House District 13,,No,,,,,,,,,,0,188,,
591,-122.7555716,45.47655834,Montclair Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,,No,,,,,,,,,,63,0,,
592,-119.4187931,44.82018928,Monument School,Grant,Monument SD 8,Grant,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,6,1,,
593,-122.971769,45.533855,Mooberry Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Yes,NWRESD ,Magruder Science School ,0,65,65,3,2-Mar,171.8338462,11169.2,67,66,0,98.48484848
594,-123.031382,44.90444356,Morningside Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41019,State House District 19,,No,,,,,,,,,,59,0,,
595,-121.4004953,45.68363274,Mosier Community School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,1,Yes,Cascade Mountain School,"Trout Lake, WA",0,28,28,3,2-Mar,391.5485714,10963.36,19,27,0,103.7037037
596,-122.564791,45.44263399,Mount Scott Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41048,State House District 48,,No,,,,,,,,,,83,0,,
597,-122.7832453,43.91773287,Mountain View Academy,Lane,Lowell SD 71,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,,No,,,,,,,,,,17,17,,
598,-122.8566115,45.48016967,Mountain View Middle School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,1,Yes,NWRESD,"Magruder, Tricle Creek",0,279,279,4,3-Apr,231.88,64694.52,0,301,#DIV/0!,92.6910299
599,-122.9509291,45.31381005,Mountain View Middle School,Willamette,Newberg SD 29J,Yamhill,41013,State Senate District 13,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41025,State House District 25,,No,,,,,,,,,,0,157,,
600,-122.793263,45.07129754,Mt Angel Middle School,Willamette,Mt Angel SD 91,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,,No,,,,,,,,,,0,52,,
601,-122.6040325,45.52159274,Mt Tabor Middle School,Multnomah,Portland SD 1J,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,1,Yes,US,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu",0,213,213,6,5-Jun,486.04,103526.52,0,233,#DIV/0!,91.41630901
602,-122.965026,44.036026,Mt Vernon Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,,No,,,,,,,,,,87,0,,
603,-123.2391467,44.6287732,Mountain View Elementary School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,1,Yes,OMSI,Camp Grey,49,0,49,3,2-Mar,159.14,7797.86,53,0,92.45283019,#DIV/0!
604,-123.3372499,44.45981532,Muddy Creek Charter School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41023,State House District 23,1,Yes,OMSI,Klamath Outdoor Science School,21,0,21,4,3-Apr,295.68,6209.28,22,0,95.45454545,#DIV/0!
605,-122.580831,45.22039299,Mulino Elementary School,Clackamas,Molalla River SD 35,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,1,Yes,Tamarack,Camp Tamarack,46,0,46,3,2-Mar,231.32,10640.72,47,0,97.87234043,#DIV/0!
606,-122.7705156,45.37890739,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Northwest Regional,Tigard-Tualatin SD 23J,Washington,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,,No,,,,,,,,,,18,20,,
607,-122.4308742,45.53548247,Multnomah (Reynolds) Learning Academy,Multnomah,Reynolds SD 7,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,1,Yes,US,"Angelos/SR, Howard",0,86,86,6,5-Jun,428.04,36811.44,48,85,0,101.1764706
608,-123.0770355,44.94594911,Myers Elementary School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,1,Yes,US,Canyonview Camp,88,0,88,3,2-Mar,86.3,7594.4,85,0,103.5294118,#DIV/0!
609,-123.2799,43.02750749,Myrtle Creek Elementary School,Douglas,South Umpqua SD 19,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,,No,,,,,,,,,,54,0,,
610,-124.130989,43.06018401,Myrtle Crest School,South Coast,Myrtle Point SD 41,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,,No,,,,,,,,,,49,50,,
611,-122.3792057,45.4343233,Naas Elementary School,Clackamas,Oregon Trail SD 46,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,,No,,,,,,,,,,83,0,,
612,-122.8435468,45.44581577,Nancy Ryles Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41027,State House District 27,,No,,,,,,,,,,89,0,,
613,-123.9400187,45.63961029,Neah-Kah-Nie Middle School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,1,Yes,Northwest Outdoor Science School,Trickle Creek,0,73,73,4,3-Apr,241.5094521,18041.32,0,79,#DIV/0!,92.40506329
614,-123.8952563,45.72070045,Nehalem Elementary School,Northwest Regional,Neah-Kah-Nie SD 56,Tillamook,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41032,State House District 32,,No,,,,,,,,,,29,0,,
615,-123.0758117,45.5158604,Neil Armstrong Middle School,Northwest Regional,Forest Grove SD 15,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,,No,,,,,,,,,,0,0,,
616,-122.868801,45.14613536,Nellie Muir Elementary School,Willamette,Woodburn SD 103,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,,No,,,,,,,,,,80,0,,
617,-123.9046023,45.18851552,Nestucca Valley Elementary School,Northwest Regional,Nestucca Valley SD 101J,Tillamook,41005,State Senate District 5,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41010,State House District 10,,No,,,,,,,,,,28,26,,
618,-123.21033,45.20918751,Newby Elementary School,Willamette,McMinnville SD 40,Yamhill,41012,State Senate District 12,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41024,State House District 24,,No,,,,,,,,,,90,0,,
619,-124.0410882,44.64073749,Newport Middle School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41010,State House District 10,1,Yes,US,Camp Meriwether,0,121,121,3,2-Mar,103.7552893,12554.39,0,157,#DIV/0!,77.07006369
620,-122.74678,45.1763675,Ninety-One School,Clackamas,Canby SD 86,Clackamas,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Yes,OMSI,Camp Hancock,0,53,53,5,4-May,384.1152,20358.1056,63,59,0,89.83050847
621,-123.1142462,44.6506871,North Albany Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,,No,,,,,,,,,,57,0,,
622,-123.1163919,44.65227425,North Albany Middle School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,,No,,,,,,,,,,0,207,,
623,-124.210951,43.5023825,North Bay Elementary School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,,No,,,,,,,,,,94,0,,
624,-124.233505,43.40141698,North Bend Middle School,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,1,Yes,unsure,Camp Baker,0,180,180,3,2-Mar,122.94,22129.2,0,200,#DIV/0!,90
625,-123.3107177,43.66194401,North Douglas Elementary School,Douglas,North Douglas SD 22,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,,No,,,,,,,,,,34,26,,
626,-122.4390193,45.51551892,North Gresham Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41049,State House District 49,,No,,,,,,,,,,98,0,,
627,-120.8983266,43.24502316,North Lake School,Lake,North Lake SD 14,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,,No,,,,,,,,,,19,21,,
628,-122.7964149,45.21300467,North Marion Intermediate School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,,No,,,,,,,,,,149,0,,
629,-122.7961694,45.21275883,North Marion Middle School,Willamette,North Marion SD 15,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,Yes,Multnomah ESD,"Camp Arrah Wanna, could use another site based on number of participants",0,129,129,3,2-Mar,299.78,39940.62,0,170,#DIV/0!,75.88235294
631,-123.331169,42.45768899,North Middle School,Southern OR,Grants Pass SD 7,Josephine,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41003,State House District 3,,No,,,,,,,,,,0,250,,
632,-123.006489,45.60160601,North Plains Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Yes,NWRESD ,Trickle Creek Science school,0,46,46,3,2-Mar,198.7217391,9141.2,42,49,0,93.87755102
633,-117.9242609,45.02802688,North Powder Charter School,InterMountain,North Powder SD 8J,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,,No,,,,,,,,,,21,28,,
634,-117.0007639,43.87762054,Nyssa Elementary School,Mulheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,98,0,,
635,-117.0064181,43.87470119,Nyssa Middle School,Mulheur,Nyssa SD 26,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,1,Yes,US,"Oregon Coast, Bend, Multinoma Falls",74,0,74,5,4-May,335,25100.1,0,91,#DIV/0!,0
636,-122.729441,45.42717102,Oak Creek Elementary School,Clackamas,Lake Oswego SD 7J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,,No,,,,,,,,,,102,0,,
637,-123.0852686,44.60788864,Oak Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41015,State House District 15,,No,,,,,,,,,,62,0,,
638,-123.148688,44.6577525,Oak Grove Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,,No,,,,,,,,,,89,0,,
639,-122.909495,42.3237875,Oak Grove Elementary School,Southern OR,Medford SD 549C,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,Yes,Siskiyou Field Institute,Siskiyou Field Institute,0,53,53,3,2-Mar,85.34,4523.02,71,62,0,85.48387097
640,-122.6417745,45.42491515,Oak Grove Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41021,State Senate District 21,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41041,State House District 41,,No,,,,,,,,,,,,,
641,-122.7371498,44.39179249,Oak Heights Elementary School,Linn Benton Lincoln,Sweet Home SD 55,Linn,41009,State Senate District 9,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41017,State House District 17,1,Yes,S. Santiam Watershed Council,Camp tadmor,0,40,40,3,2-Mar,180.8824147,7235.29659,40,54,0,74.07407407
642,-122.836455,45.53893699,Oak Hills Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,,No,,,,,,,,,,101,0,,
643,-123.3360072,44.91634649,Oakdale Heights Elementary School,Willamette,Dallas SD 2,Polk,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,,No,,,,,,,,,,0,0,,
644,-123.2985554,43.42689281,Oakland Elementary School,Douglas,Oakland SD 1,Douglas,41004,State Senate District 4,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41007,State House District 7,,No,,,,,,,,,,0,0,,
645,-123.2139875,44.22649972,Oaklea Middle School,Lane,Junction City SD 69,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,,No,,,,,,,,,,104,126,,
646,-122.4650986,43.7479956,Oakridge Elementary School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,1,Yes,Us,ODFW Willamette Fish Hatchery ,0,74,74,3,2-Mar,67.74,5012.76,39,48,0,154.1666667
647,-122.46796,43.74863799,Oakridge Junior High School,Lane,Oakridge SD 76,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,,No,,,,,,,,,,0,0,,
648,-121.18219,44.26217746,Obsidian Middle School,High Desert,Redmond SD 2J,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41053,State House District 53,,No,,,,,,,,,,0,211,,
649,-124.416025,43.113745,Ocean Crest Elementary School,South Coast,Bandon SD 54,Coos,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,,No,,,,,,,,,,0,0,,
650,-124.0031614,44.98118252,Oceanlake Elementary School,Linn Benton Lincoln,Lincoln County SD,Lincoln,41005,State Senate District 5,Priscilla Johnson,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/priscilla-johnson,41010,State House District 10,,No,,,,,,,,,,0,0,,
651,-122.681176,45.56729498,Ockley Green Middle School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,1,Yes,US,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu",0,148,148,6,5-Jun,486.04,71933.92,0,168,#DIV/0!,88.0952381
652A,-122.5769545,45.35599014,Ogden Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Yes,NWRESD,McGruder,0,129,129,4,3-Apr,262.99,33925.71,0,294,#DIV/0!,43.87755102
652B,-122.5769545,45.35599014,Ogden Middle School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,1,Yes,NWRESD,West Wind,0,142,142,4,3-Apr,292.37,41516.54,0,294,#DIV/0!,48.29931973
654,-122.4992967,45.5150665,Oliver Elementary School,Multnomah,Centennial SD 28J,Multnomah,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41047,State House District 47,,No,,,,,,,,,,50,53,,
655,-116.9699454,44.02594727,Ontario Middle School,Mulheur,Ontario SD 8C,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,,No,,,,,,,,,,0,0,,
656,-122.7177568,45.50884965,Opal School of the Portland Children's Museum,Multnomah,Portland SD 1J,Multnomah,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41036,State House District 36,,No,,,,,,,,,,15,0,,
657,-123.0189775,45.03381798,Optimum Learning Environments Charter School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,1,Yes,US,Camp Tadmor,38,0,38,3,2-Mar,73.85,2806.3,25,0,152,#DIV/0!
658,-122.830206,42.30876202,Orchard Hill Elementary School,Southern OR,Phoenix-Talent SD 4,Jackson,41003,State Senate District 3,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41005,State House District 5,1,Yes,OMSI,"Newport, OR",51,0,51,3,2-Mar,438.27,22790.04,63,0,80.95238095,#DIV/0!
659,-122.4870121,44.75732427,Oregon Connections Academy,Linn Benton Lincoln,Santiam Canyon SD 129J,Linn,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41017,State House District 17,,No,,,,,,,,,,175,231,,
660,-123.0231683,44.96526106,Oregon School for the Deaf,Oregon Department of Education,Oregon School for the Deaf SD,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41022,State House District 22,,No,,,,,,,,,,3,16,,
661,-122.289615,45.45420752,Oregon Trail  Academy,Clackamas,Oregon Trail SD 46,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,,No,,,,,,,,,,28,30,,
663,-122.5071014,45.42196481,Oregon Trail Elementary School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,,No,,,,,,,,,,80,0,,
664,-124.2214656,43.40664004,Oregon Virtual Academy,South Coast,North Bend SD 13,Coos,41005,State Senate District 5,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41009,State House District 9,,No,,,,,,,,,,136,138,,
665,-122.9129539,45.52878259,Orenco Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41030,State House District 30,1,Yes,NWRESD ,Cedar Ridge Retreat Center ,0,66,66,3,2-Mar,173.7757576,11469.2,99,74,0,89.18918919
666,-122.872535,45.75095596,Otto Petersen Elementary School,Northwest Regional,Scappoose SD 1J,Columbia,41016,State Senate District 16,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41031,State House District 31,1,Yes,NWRESD,Cedar Ridge,0,132,132,3,2-Mar,191.5,25278,172,139,0,94.96402878
667,-121.3667411,44.05477243,Pacific Crest Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,,No,,,,,,,,,,0,255,,
668,-120.5432728,42.6937233,Paisley Charter School,Lake,Paisley SD 11,Lake,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,1,Yes,OMSI Outdoors,Coastal Discovery Center,5,8,13,3,2-Mar,237,3081,18,27,27.77777778,29.62962963
669,-121.59361,45.52153754,Parkdale Elementary School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,,No,,,,,,,,,,36,0,,
